1574,3473,30.854199941971558,412
2094,3007,34.89115318536333,618
3212,2913,17.55368089658794,704
3577,9630,27.85315049396333,600
3603,7764,36.02911185728884,597
4383,11123,27.730489768401554,633
4435,2727,15.798129262358444,916
4513,20265,44.90915376369831,476
4695,6039,23.752663313919268,810
5293,20965,30.63358913685297,465
5527,18819,25.81334195592756,639
5579,4266,27.940382483365532,983
5761,11729,23.995490127277566,818
6879,11589,24.033716747228773,786
6905,20965,34.77387723858394,495
7659,16954,17.76774953457047,1078
8647,19612,17.625267278700587,644
8803,11869,47.56533210234959,791
9375,13828,37.00455245871262,742
9895,17000,23.23452366385606,956
11689,14855,28.087191287406768,853
11715,15321,20.373487604802463,814
12417,11030,19.661123570578837,627
13197,16347,19.257743073393797,687
13432,8931,23.159551910118488,924
13718,12616,24.784921547309494,674
13848,18586,13.946055168541951,1383
13952,4546,26.548884619393135,905
15616,3566,24.55762413011452,902
15772,9910,32.34602653427321,1088
15902,13922,32.90086980275961,603
15980,18819,19.50399144140146,1134
16240,7298,25.089924570035123,847
17020,3846,15.380650511197624,659
17072,17980,15.73361370459134,1871
17254,10983,45.436302800432735,813
18216,4639,26.28070637798794,839
18866,1374,24.945756402347637,699
18970,8697,35.11939105317906,771
19620,6039,33.172390486028974,842
19880,11449,15.263765454623307,1168
20166,2587,33.78198901111453,831
20634,7018,16.124289561098667,1202
21206,3146,24.73930255700939,711
22298,8604,18.696891483836488,901
22454,4966,15.73122411994431,936
23157,6412,48.75496065513782,799
23287,7858,28.273830347181445,628
