1574,3473,60.38325654470341,412
2094,3007,50.14418118696163,618
3212,2913,37.761248328698926,704
3577,9630,41.85156356268492,600
3603,7764,51.2304270284471,597
4383,11123,45.22801847760893,633
4435,2727,36.0472236585484,916
4513,20265,63.95315873427796,476
4695,6039,36.39885641116336,810
5293,20965,46.76590419080397,465
5527,18819,52.61772176886861,639
5579,4266,38.797579984198634,983
5761,11729,41.16952630083843,818
6879,11589,42.61124468765539,786
6905,20965,52.82972416530858,495
7659,16954,33.63278776354498,1078
8647,19612,35.50677472933615,644
8803,11869,50.349573222600704,791
9375,13828,47.10869518140933,742
9895,17000,33.296642923342176,956
11689,14855,43.465966688887235,853
11715,15321,33.26028452473328,814
12417,11030,38.18421883138929,627
13197,16347,35.39102879345269,687
13432,8931,38.55638543927266,924
13718,12616,39.1974215091194,674
13848,18586,23.287859504036533,1383
13952,4546,39.903441793042255,905
15616,3566,34.5042482345618,902
15772,9910,40.098139278399216,1088
15902,13922,48.68050472845706,603
15980,18819,33.76921456502013,1134
16240,7298,40.49901556888156,847
17020,3846,30.329543933788994,659
17072,17980,24.60105708020569,1871
17254,10983,57.46265137414916,813
18216,4639,44.9239539264684,839
18866,1374,37.60776757873079,699
18970,8697,47.03909101151196,771
19620,6039,55.78200472137759,842
19880,11449,27.89381518885107,1168
20166,2587,44.73934366670574,831
20634,7018,27.27136303483301,1202
21206,3146,41.00134948927813,711
22298,8604,31.511660753296617,901
22454,4966,29.439863801305773,936
23157,6412,61.7491060939946,799
23287,7858,47.41612959215625,628
