1574,3473,42.39940090368542,412
2094,3007,41.78613099653368,618
3212,2913,25.868707701933126,704
3577,9630,31.632805911462007,600
3603,7764,40.2695669707672,597
4383,11123,34.74306547171922,633
4435,2727,22.13694208717986,916
4513,20265,52.41860410871466,476
4695,6039,28.25267243701567,810
5293,20965,36.54960577987233,465
5527,18819,36.72599550388147,639
5579,4266,32.23356233980526,983
5761,11729,30.809826291319816,818
6879,11589,31.901366482601997,786
6905,20965,39.17837032868779,495
7659,16954,23.74707636544763,1078
8647,19612,25.730799646913624,644
8803,11869,46.90031258184339,791
9375,13828,39.54150682088279,742
9895,17000,25.926908986430238,956
11689,14855,34.55218596666286,853
11715,15321,25.392644857616897,814
12417,11030,25.166236392774362,627
13197,16347,24.679296827542988,687
13432,8931,28.78663818003232,924
13718,12616,31.349688008771835,674
13848,18586,17.38307807158983,1383
13952,4546,32.279661810843365,905
15616,3566,27.551607772084253,902
15772,9910,34.73943545512329,1088
15902,13922,38.668371279410756,603
15980,18819,25.732253817784674,1134
16240,7298,30.418919940504754,847
17020,3846,20.298564304883946,659
17072,17980,18.792266635763646,1871
17254,10983,51.300611429951786,813
18216,4639,35.146356244325474,839
18866,1374,28.647459430550207,699
18970,8697,39.206633780958335,771
19620,6039,41.036154537680616,842
19880,11449,20.84913391921365,1168
20166,2587,37.8505967087984,831
20634,7018,20.438320090107617,1202
21206,3146,31.36683769926757,711
22298,8604,23.679768525700137,901
22454,4966,21.316746880564388,936
23157,6412,53.66174995562881,799
23287,7858,36.68272222964039,628
